#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F15_assembly.fasta_contig_12	14182	15604	+	aslA	1-1428/1428	========/======	7/7	99.58	96.29	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F29_assembly.fasta_contig_1	3280243	3281814	+	ybtE	1-1578/1578	========/======	5/6	99.62	99.49	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly.fasta_contig_1	3281945	3283965	+	fyuA	1-2022/2022	========/======	1/1	99.95	98.91	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	960530	961109	+	ykgK/ecpR	11-591/591	========/======	1/1	98.14	86.40	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	961187	961763	+	yagZ/ecpA	5-584/588	========/======	3/3	98.13	88.97	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	961823	962491	+	yagY/ecpB	1-669/669	===============	0/0	100.00	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	962517	965035	+	yagX/ecpC	1-2526/2526	========/======	11/11	99.64	87.10	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	965025	966665	+	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.62	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	966591	967342	+	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.75	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly.fasta_contig_1	1330398	1331249	+	entB	1-858/858	========/======	4/8	99.18	82.07	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F32_assembly.fasta_contig_1	1763643	1764712	-	ompA	1-1041/1041	========/======	3/31	99.90	83.38	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F32_assembly.fasta_contig_1	3256542	3257844	-	ybtS	1-1305/1305	========/======	2/2	99.85	99.54	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3257872	3259150	-	ybtX	1-1281/1281	========/======	2/2	99.84	99.38	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3259143	3260942	-	ybtQ	1-1803/1803	========/======	3/3	99.83	99.39	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3260929	3262728	-	ybtP	1-1803/1803	========/======	3/3	99.83	99.28	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3262895	3263854	+	ybtA	1-960/960	===============	0/0	100.00	99.69	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3264042	3270135	+	irp2	1-6108/6108	========/======	13/14	99.77	99.20	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3270222	3279697	+	irp1	1-9492/9492	========/======	18/18	99.82	99.44	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3279694	3280791	+	ybtU	1-1101/1101	========/======	2/3	99.73	99.55	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3280788	3281589	+	ybtT	1-804/804	========/======	4/4	99.63	98.51	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3281593	3283167	+	ybtE	1-1578/1578	========/======	3/3	99.81	99.49	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly.fasta_contig_1	3283298	3285317	+	fyuA	1-2022/2022	========/======	2/2	99.90	99.01	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	1685832	1686411	+	ykgK/ecpR	11-591/591	========/======	1/1	98.14	85.89	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	1686488	1687062	+	yagZ/ecpA	5-584/588	========/======	4/5	97.79	88.79	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	1687121	1687788	+	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.25	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	1687814	1690329	+	yagX/ecpC	1-2526/2526	========/======	12/12	99.56	86.98	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	1690319	1691959	+	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.75	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	1691885	1692636	+	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.75	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F34_assembly.fasta_contig_1	2055551	2056402	+	entB	1-858/858	========/======	4/8	99.18	81.96	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F34_assembly.fasta_contig_1	2488622	2489691	-	ompA	1-1041/1041	========/======	3/31	99.90	83.29	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F34_assembly.fasta_contig_1	3980691	3981993	-	ybtS	1-1305/1305	========/======	2/2	99.85	99.46	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3982021	3983299	-	ybtX	1-1281/1281	========/======	2/2	99.84	99.45	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3983292	3985090	-	ybtQ	1-1803/1803	========/======	4/4	99.78	99.33	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3985077	3986875	-	ybtP	1-1803/1803	========/======	4/4	99.78	99.11	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3987042	3988000	+	ybtA	1-960/960	========/======	1/1	99.90	99.58	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3988190	3994281	+	irp2	1-6108/6108	========/======	13/16	99.74	99.13	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	3994369	4003843	+	irp1	1-9492/9492	========/======	16/17	99.82	99.42	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	4003840	4004939	+	ybtU	1-1101/1101	========/======	1/1	99.91	99.73	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	4004936	4005736	+	ybtT	1-804/804	========/======	3/3	99.63	98.26	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	4005740	4007313	+	ybtE	1-1578/1578	========/======	5/6	99.68	99.49	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly.fasta_contig_1	4007444	4009464	+	fyuA	1-2022/2022	========/======	3/3	99.90	98.91	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	569811	571828	-	fyuA	1-2022/2022	========/======	6/6	99.75	99.26	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	571959	573530	-	ybtE	1-1578/1578	========/======	5/6	99.62	99.56	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	573534	574335	-	ybtT	1-804/804	========/======	2/2	99.75	98.88	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	574332	575432	-	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	575429	584909	-	irp1	1-9492/9492	========/======	11/11	99.88	99.62	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	584996	591093	-	irp2	1-6108/6108	========/======	14/16	99.79	99.43	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	591282	592241	-	ybtA	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	592408	594207	+	ybtP	1-1803/1803	========/======	3/3	99.83	99.61	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	594194	595993	+	ybtQ	1-1803/1803	========/======	3/3	99.83	99.61	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	595986	597261	+	ybtX	1-1281/1281	========/======	5/5	99.61	99.30	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	597289	598592	+	ybtS	1-1305/1305	========/======	1/1	99.92	99.62	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F35_assembly.fasta_contig_1	2090545	2091615	+	ompA	1-1041/1041	========/======	2/30	100.00	83.47	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F35_assembly.fasta_contig_1	2523278	2524023	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F35_assembly.fasta_contig_1	2524033	2524884	-	entB	1-858/858	========/======	4/8	99.18	82.19	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F35_assembly.fasta_contig_1	2532455	2533224	+	fepC	17-788/816	========/======	2/2	94.36	80.31	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F35_assembly.fasta_contig_1	2887971	2888723	-	yagV/ecpE	3-756/756	========/======	3/3	99.47	84.77	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F35_assembly.fasta_contig_1	2888648	2890290	-	yagW/ecpD	1-1644/1644	========/======	3/3	99.88	88.69	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F35_assembly.fasta_contig_1	2890280	2892797	-	yagX/ecpC	1-2526/2526	========/======	10/10	99.64	87.14	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F35_assembly.fasta_contig_1	2892823	2893490	-	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F35_assembly.fasta_contig_1	2893550	2894125	-	yagZ/ecpA	5-584/588	========/======	3/4	97.96	89.14	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F35_assembly.fasta_contig_1	2894202	2894779	-	ykgK/ecpR	11-591/591	========/======	3/3	97.80	86.40	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	569547	571566	-	fyuA	1-2022/2022	========/======	6/6	99.80	99.36	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	571697	573268	-	ybtE	1-1578/1578	========/======	5/6	99.62	99.56	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	573272	574072	-	ybtT	1-804/804	========/======	3/3	99.63	98.63	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	574069	575168	-	ybtU	1-1101/1101	========/======	1/1	99.91	99.91	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	575165	584643	-	irp1	1-9492/9492	========/======	18/19	99.83	99.56	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	584730	590823	-	irp2	1-6108/6108	========/======	13/16	99.75	99.38	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	591013	591972	-	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	592139	593938	+	ybtP	1-1803/1803	========/======	5/5	99.78	99.39	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	593925	595723	+	ybtQ	1-1803/1803	========/======	4/4	99.78	99.56	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	595716	596991	+	ybtX	1-1281/1281	========/======	5/5	99.61	99.38	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	597019	598322	+	ybtS	1-1305/1305	========/======	1/1	99.92	99.77	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F41_assembly.fasta_contig_5	2089984	2091053	+	ompA	1-1041/1041	========/======	3/31	99.90	83.47	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F41_assembly.fasta_contig_5	2522617	2523362	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F41_assembly.fasta_contig_5	2523372	2524222	-	entB	1-858/858	========/======	5/9	99.07	82.07	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F41_assembly.fasta_contig_5	2531783	2532552	+	fepC	17-788/816	========/======	2/2	94.36	80.31	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F41_assembly.fasta_contig_5	2887224	2887975	-	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.75	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	2887901	2889541	-	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.75	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	2889531	2892048	-	yagX/ecpC	1-2526/2526	========/======	10/10	99.64	87.14	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	2892074	2892741	-	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	2892801	2893377	-	yagZ/ecpA	5-584/588	========/======	3/3	98.13	89.31	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F41_assembly.fasta_contig_5	2893454	2894032	-	ykgK/ecpR	11-591/591	========/======	2/2	97.97	86.40	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	954911	955489	+	ykgK/ecpR	11-591/591	========/======	2/2	97.97	86.23	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	955566	956142	+	yagZ/ecpA	5-584/588	========/======	2/3	98.13	89.14	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	956202	956869	+	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.25	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	956895	959412	+	yagX/ecpC	1-2526/2526	========/======	10/10	99.64	87.06	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	959402	961042	+	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.62	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	960968	961719	+	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.75	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F43_assembly.fasta_contig_2	1316370	1317139	-	fepC	17-788/816	========/======	2/2	94.36	80.05	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F43_assembly.fasta_contig_2	1324701	1325552	+	entB	1-858/858	========/======	4/8	99.18	81.96	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F43_assembly.fasta_contig_2	1325562	1326307	+	entA	2-747/747	========/======	5/8	99.33	80.27	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F43_assembly.fasta_contig_2	1757846	1758915	-	ompA	1-1041/1041	========/======	3/31	99.90	83.38	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F43_assembly.fasta_contig_2	3250420	3251723	-	ybtS	1-1305/1305	========/======	1/1	99.92	99.62	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3251751	3253027	-	ybtX	1-1281/1281	========/======	3/4	99.69	99.38	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3253020	3254820	-	ybtQ	1-1803/1803	========/======	2/2	99.89	99.50	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3254807	3256606	-	ybtP	1-1803/1803	========/======	3/3	99.83	99.33	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3256772	3257730	+	ybtA	1-960/960	========/======	1/1	99.90	99.69	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3257918	3264013	+	irp2	1-6108/6108	========/======	15/18	99.75	99.26	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3264100	3273575	+	irp1	1-9492/9492	========/======	16/16	99.83	99.49	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3273572	3274670	+	ybtU	1-1101/1101	========/======	2/2	99.82	99.64	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3274667	3275467	+	ybtT	1-804/804	========/======	3/3	99.63	98.38	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3275471	3277042	+	ybtE	1-1578/1578	========/======	5/6	99.62	99.56	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F43_assembly.fasta_contig_2	3277173	3279191	+	fyuA	1-2022/2022	========/======	5/5	99.80	99.06	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2267991	2270014	-	fyuA	1-2022/2022	========/======	10/10	99.80	98.62	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2270146	2271725	-	ybtE	1-1578/1578	========/======	11/12	99.68	98.99	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2271729	2272525	-	ybtT	1-804/804	========/======	8/9	99.00	98.14	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2272522	2273617	-	ybtU	1-1101/1101	========/======	9/13	99.18	98.73	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2273614	2283097	-	irp1	1-9492/9492	========/======	49/58	99.65	98.99	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2283185	2289289	-	irp2	1-6108/6108	========/======	30/33	99.71	98.94	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
