#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F24_assembly.fasta_contig_1	2331506	2331867	+	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.62	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F24_assembly.fasta_contig_1	2331854	2332182	+	Klebsiella_pneumoniae_KpnF	1-330/330	========/======	1/1	99.70	99.39	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F24_assembly.fasta_contig_1	2372884	2373742	-	SHV-182	1-861/861	========/======	2/2	99.77	99.65	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F24_assembly.fasta_contig_1	2393797	2394164	-	marA	1-369/384	========/======	1/1	95.83	81.03	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F24_assembly.fasta_contig_1	3004565	3004967	+	H-NS	1-405/414	========/======	2/2	97.34	86.67	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F24_assembly.fasta_contig_1	3423185	3426302	+	mdtB	1-3123/3123	========/======	11/13	99.71	80.84	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F24_assembly.fasta_contig_1	3426303	3429376	+	mdtC	1-3078/3078	========/======	4/4	99.87	81.55	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F24_assembly.fasta_contig_1	3432254	3432964	+	baeR	1-713/723	========/======	2/2	98.34	81.49	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F24_assembly.fasta_contig_1	3885081	3886253	+	oqxA	1-1176/1176	========/======	4/5	99.66	99.15	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F24_assembly.fasta_contig_1	3886276	3889417	+	oqxB	1-3153/3153	========/======	13/13	99.62	99.40	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F24_assembly.fasta_contig_1	3934845	3935352	+	emrR	1-510/531	========/======	2/2	95.67	82.94	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
all.fasta	F24_assembly.fasta_contig_1	3935499	3936667	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	========/======	3/4	99.66	98.98	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F24_assembly.fasta_contig_1	3936683	3938217	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	========/======	6/6	99.68	83.83	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F24_assembly.fasta_contig_1	4704992	4705623	+	CRP	1-633/633	========/======	3/3	99.68	87.22	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
all.fasta	F24_assembly.fasta_contig_1	5225089	5226454	-	cpxA	1-1367/1374	========/======	5/5	99.27	81.52	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
all.fasta	F24_assembly.fasta_contig_2	40214	40872	+	catI	1-660/660	========/======	1/1	99.85	99.24	card	V00622:243-903	catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii	phenicol
all.fasta	F24_assembly.fasta_contig_2	48200	48696	+	dfrA12	1-498/498	========/======	1/1	99.80	99.80	card	GU585907.1:22103-21605	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	diaminopyrimidine
all.fasta	F24_assembly.fasta_contig_2	49113	49891	+	aadA2	1-780/780	========/======	1/1	99.87	99.74	card	AF156486:5012-5792	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.	aminoglycoside
all.fasta	F24_assembly.fasta_contig_2	50395	51234	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F24_assembly.fasta_contig_2	54644	55007	-	determinant_of_bleomycin_resistance	1-366/366	========/======	2/2	99.45	99.45	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
all.fasta	F24_assembly.fasta_contig_2	55011	55821	-	NDM-1	1-813/813	========/======	1/2	99.75	99.75	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
all.fasta	F24_assembly.fasta_contig_2	56532	57371	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F24_assembly.fasta_contig_2	59646	60301	+	QnrA1	1-657/657	========/======	3/3	99.70	99.54	card	DQ831141:8921-9578	QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	fluoroquinolone
all.fasta	F24_assembly.fasta_contig_2	60471	61704	+	cmlA5	26-1260/1260	========/======	1/1	97.94	99.84	card	AY115475:3337-4597	cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli	phenicol
all.fasta	F24_assembly.fasta_contig_2	62237	63075	+	sul1	1-840/840	========/======	1/1	99.88	99.76	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F24_assembly.fasta_contig_2	69696	70601	-	mphA	1-906/906	===============	0/0	100.00	100.00	card	D16251.1:2531-1625	The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.	macrolide
all.fasta	F24_assembly.fasta_contig_2	71576	72388	+	APH(3')-Ia	1-814/816	========/======	1/1	99.63	99.02	card	BX664015.1:103833-103017	APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.	aminoglycoside
all.fasta	F24_assembly.fasta_contig_2	127187	127999	-	sul2	1-816/816	========/======	3/3	99.63	99.63	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
all.fasta	F24_assembly.fasta_contig_3	66054	66934	+	KPC-1	1-882/882	========/======	1/1	99.89	99.77	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F24_assembly.fasta_contig_3	71168	71625	+	dfrA25	1-459/459	========/======	1/1	99.78	99.78	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F24_assembly.fasta_contig_3	72150	72989	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F24_assembly.fasta_contig_3	76729	77406	-	QnrB20	1-681/681	========/======	5/5	99.41	98.68	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F24_assembly.fasta_contig_3	77859	78698	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F24_assembly.fasta_contig_3	98952	100195	+	tet(A)	1-1247/1275	========/======	2/3	97.57	98.96	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F24_assembly.fasta_contig_3	120867	121452	-	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.66	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F28_assembly.fasta_contig_1	680193	680824	+	CRP	1-633/633	========/======	1/1	99.84	87.52	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
all.fasta	F28_assembly.fasta_contig_1	1200456	1201821	-	cpxA	1-1367/1374	========/======	3/3	99.34	81.43	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
all.fasta	F28_assembly.fasta_contig_1	1768188	1768606	+	FosA6	1-420/420	========/======	1/1	99.76	98.33	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
all.fasta	F28_assembly.fasta_contig_1	2360690	2363830	-	acrB	1-3148/3150	========/======	10/15	99.59	83.34	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F28_assembly.fasta_contig_1	2363853	2365044	-	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	6/7	99.50	97.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F28_assembly.fasta_contig_1	2509706	2510058	+	ramA	21-375/375	========/======	2/2	94.13	80.56	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F28_assembly.fasta_contig_1	2957029	2958774	+	msbA	1-1749/1749	========/======	3/3	99.83	80.45	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
all.fasta	F28_assembly.fasta_contig_1	3449007	3450160	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	8/33	99.82	95.07	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
all.fasta	F28_assembly.fasta_contig_1	3577123	3577484	+	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.90	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F28_assembly.fasta_contig_1	3577471	3577800	+	Klebsiella_pneumoniae_KpnF	1-330/330	===============	0/0	100.00	99.39	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F28_assembly.fasta_contig_1	3618517	3619376	-	SHV-182	1-861/861	========/======	1/1	99.88	99.77	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F28_assembly.fasta_contig_1	3639439	3639806	-	marA	1-369/384	========/======	1/1	95.83	81.30	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F28_assembly.fasta_contig_1	4250404	4250808	+	H-NS	1-405/414	===============	0/0	97.83	86.67	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F28_assembly.fasta_contig_1	4669195	4672313	+	mdtB	1-3123/3123	========/======	8/10	99.78	80.81	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F28_assembly.fasta_contig_1	4672314	4675387	+	mdtC	1-3078/3078	========/======	4/4	99.87	81.35	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F28_assembly.fasta_contig_1	4678267	4678978	+	baeR	1-713/723	========/======	1/1	98.48	81.49	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F28_assembly.fasta_contig_1	5131227	5132397	+	oqxA	1-1176/1176	========/======	4/5	99.57	99.15	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F28_assembly.fasta_contig_1	5132420	5135562	+	oqxB	1-3153/3153	========/======	10/10	99.68	99.46	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F28_assembly.fasta_contig_1	5181009	5181517	+	emrR	1-510/531	========/======	1/1	95.86	82.94	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
all.fasta	F28_assembly.fasta_contig_1	5181664	5182833	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	========/======	4/5	99.66	98.72	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F28_assembly.fasta_contig_1	5182849	5184384	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	========/======	5/5	99.74	83.96	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F28_assembly.fasta_contig_4	77616	78497	+	KPC-1	1-882/882	===============	0/0	100.00	99.77	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F28_assembly.fasta_contig_4	82730	83187	+	dfrA25	1-459/459	========/======	1/1	99.78	99.78	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F28_assembly.fasta_contig_4	83710	84548	+	sul1	1-840/840	========/======	1/1	99.88	99.76	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F28_assembly.fasta_contig_4	88288	88965	-	QnrB20	1-681/681	========/======	5/5	99.41	98.68	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F28_assembly.fasta_contig_4	89418	90257	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F28_assembly.fasta_contig_4	110519	111763	+	tet(A)	1-1247/1275	========/======	2/2	97.65	99.04	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F28_assembly.fasta_contig_4	132434	133019	-	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.49	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F29_assembly.fasta_contig_1	524282	524700	+	FosA6	1-420/420	========/======	1/1	99.76	98.09	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
all.fasta	F29_assembly.fasta_contig_1	1115120	1118260	-	acrB	1-3148/3150	========/======	9/13	99.62	83.31	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F29_assembly.fasta_contig_1	1118283	1119473	-	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	5/6	99.50	97.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F29_assembly.fasta_contig_1	1264032	1264384	+	ramA	21-375/375	========/======	2/2	94.13	80.84	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F29_assembly.fasta_contig_1	1711062	1712808	+	msbA	1-1749/1749	========/======	2/2	99.89	80.39	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
all.fasta	F29_assembly.fasta_contig_1	2202764	2203916	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	9/34	99.73	94.81	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
all.fasta	F29_assembly.fasta_contig_1	2330795	2331156	+	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.90	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F29_assembly.fasta_contig_1	2331143	2331471	+	Klebsiella_pneumoniae_KpnF	1-330/330	========/======	1/1	99.70	98.79	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F29_assembly.fasta_contig_1	2372161	2373020	-	SHV-182	1-861/861	========/======	1/1	99.88	99.65	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F29_assembly.fasta_contig_1	2393078	2393444	-	marA	1-369/384	========/======	2/2	95.57	80.76	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F29_assembly.fasta_contig_1	3003682	3004084	+	H-NS	1-404/414	========/======	1/1	97.34	86.39	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F29_assembly.fasta_contig_1	3422190	3425304	+	mdtB	1-3123/3123	========/======	10/12	99.68	80.58	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F29_assembly.fasta_contig_1	3425305	3428382	+	mdtC	1-3078/3078	========/======	2/2	99.97	81.29	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F29_assembly.fasta_contig_1	3431260	3431971	+	baeR	1-713/723	========/======	1/1	98.48	81.35	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F29_assembly.fasta_contig_1	3883972	3885141	+	oqxA	1-1176/1176	========/======	5/6	99.49	98.72	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F29_assembly.fasta_contig_1	3885165	3888305	+	oqxB	1-3153/3153	========/======	12/12	99.62	99.17	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
